HMDB_ID,NAME,SMILES,INCHIKEY,CHEMICAL_FORMULA,AVERAGE_MASS,MONO_MASS
HMDB0003193,Testosterone glucuronide,[H][C@@]12CC[C@H](O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,NIKZPECGCSUSBV-HMAFJQTKSA-N,C25H36O8,464.5485,464.241018128
HMDB0003213,Raffinose,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,MUPFEKGTMRGPLJ-ZQSKZDJDSA-N,C18H32O16,504.4371,504.169034976
HMDB0003217,Genistein,OC1=CC=C(C=C1)C1=COC2=CC(O)=CC(O)=C2C1=O,TZBJGXHYKVUXJN-UHFFFAOYSA-N,C15H10O5,270.24,270.052823422
HMDB0003219,Sedoheptulose,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@H](O)[C@@H]1O,HAIWUXASLYEWLM-BNWJMWRWSA-N,C7H14O7,210.1819,210.073952802
HMDB0003227,Methanethiol,CS,LSDPWZHWYPCBBB-UHFFFAOYSA-N,CH4S,48.107,48.003370818
HMDB0003229,Palmitoleic acid,CCCCCC\C=C/CCCCCCCC(O)=O,SECPZKHBENQXJG-FPLPWBNLSA-N,C16H30O2,254.4082,254.224580204
HMDB0003236,Solanidine,[H][C@]12CC[C@H](C)CN1[C@@]1([H])C[C@@]3([H])[C@]4([H])CC=C5C[C@@H](O)CC[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1([H])[C@@H]2C,JVKYZPBMZPJNAJ-OQFNDJACSA-N,C27H43NO,397.6364,397.334465003
HMDB0003243,Acetoin,CC(O)C(C)=O,ROWKJAVDOGWPAT-UHFFFAOYSA-N,C4H8O2,88.1051,88.0524295
HMDB0003252,Thromboxane B2,CCCCC[C@H](O)\C=C\[C@H]1OC(O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,XNRNNGPBEPRNAR-JQBLCGNGSA-N,C20H34O6,370.4804,370.23553882
HMDB0003254,Muramic acid,C[C@@H](O[C@H]1[C@@H](N)[C@H](O)O[C@H](CO)[C@H]1O)C(O)=O,MSFSPUZXLOGKHJ-LEISLEKSSA-N,C9H17NO7,251.2338,251.100501903
HMDB0003263,Pelargonidin,OC1=CC=C(C=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O,XVFMGWDSJLBXDZ-UHFFFAOYSA-O,C15H11O5,271.2448,271.060648462
HMDB0003269,Nicotinuric acid,OC(=O)CNC(=O)C1=CN=CC=C1,ZBSGKPYXQINNGF-UHFFFAOYSA-N,C8H8N2O3,180.1607,180.053492132
HMDB0003282,1-Methylguanine,CN1C(N)=NC2=C(NC=N2)C1=O,RFLVMTUMFYRZCB-UHFFFAOYSA-N,C6H7N5O,165.1527,165.065059871
HMDB0003290,Gulonic acid,OC[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C(O)=O,RGHNJXZEOKUKBD-KKQCNMDGSA-N,C6H12O7,196.1553,196.058302738
HMDB0003306,Phloretin,OC1=CC=C(CCC(=O)C2=C(O)C=C(O)C=C2O)C=C1,VGEREEWJJVICBM-UHFFFAOYSA-N,C15H14O5,274.2687,274.084123558
HMDB0003312,Daidzein,OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,C15H10O4,254.241,254.057908802
HMDB0003320,Indole-3-carboxylic acid,OC(=O)C1=CNC2=CC=CC=C12,KMAKOBLIOCQGJP-UHFFFAOYSA-N,C9H7NO2,161.1574,161.047678473
HMDB0003325,Bilirubin diglucuronide,CC1=C(C=C)\C(NC1=O)=C\C1=C(C)C(CCC(=O)O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)=C(CC2=C(CCC(=O)O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)C(C)=C(N2)\C=C2/NC(=O)C(C=C)=C2C)N1,SCJLWMXOOYZBTH-BTVQFETGSA-N,C45H52N4O18,936.921,936.32766085
HMDB0003331,1-Methyladenosine,CN1C=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C1=N,GFYLSDSUCHVORB-IOSLPCCCSA-N,C11H15N5O4,281.2679,281.112403993
HMDB0003332,3-Methoxy-4-Hydroxyphenylglycol sulfate,COC1=C(O)C=CC(=C1)C(CO)OS(O)(=O)=O,SBKADJXSGGTEPN-UHFFFAOYSA-N,C9H12O7S,264.252,264.030373428
HMDB0003333,8-Hydroxy-deoxyguanosine,NC1=NC2=C(N=C(O)N2[C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1,HCAJQHYUCKICQH-VPENINKCSA-N,C10H13N5O5,283.2407,283.091668551
HMDB0003334,Symmetric dimethylarginine,CN\C(NCCC[C@H](N)C(O)=O)=N/C,HVPFXCBJHIIJGS-LURJTMIESA-N,C8H18N4O2,202.2541,202.14297584
HMDB0003337,Oxidized glutathione,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,YPZRWBKMTBYPTK-BJDJZHNGSA-N,C20H32N6O12S2,612.631,612.151961898
HMDB0003338,Hydroxylamine,NO,AVXURJPOCDRRFD-UHFFFAOYSA-N,H3NO,33.0299,33.021463723
HMDB0003339,D-Glutamic acid,N[C@H](CCC(O)=O)C(O)=O,WHUUTDBJXJRKMK-GSVOUGTGSA-N,C5H9NO4,147.1293,147.053157781
HMDB0003345,alpha-D-Glucose,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,WQZGKKKJIJFFOK-DVKNGEFBSA-N,C6H12O6,180.1559,180.063388116
HMDB0003349,L-Dihydroorotic acid,OC(=O)[C@@H]1CC(=O)NC(=O)N1,UFIVEPVSAGBUSI-REOHCLBHSA-N,C5H6N2O4,158.1121,158.03275669
HMDB0003352,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,NOOLISFMXDJSKH-KXUCPTDWSA-N,C10H20O,156.269,156.151415264
HMDB0003355,5-Aminopentanoic acid,NCCCCC(O)=O,JJMDCOVWQOJGCB-UHFFFAOYSA-N,C5H11NO2,117.1463,117.078978601
HMDB0003357,N2-Acetylornithine,CC(=O)N[C@@H](CCCN)C(O)=O,JRLGPAXAGHMNOL-LURJTMIESA-N,C7H14N2O3,174.1977,174.100442324
HMDB0003364,Quinone,O=C1C=CC(=O)C=C1,AZQWKYJCGOJGHM-UHFFFAOYSA-N,C6H4O2,108.0948,108.021129372
HMDB0003371,L-Ribulose,OC[C@]1(O)OC[C@H](O)[C@@H]1O,LQXVFWRQNMEDEE-YUPRTTJUSA-N,C5H10O5,150.13,150.052823422
HMDB0003375,(+)-Limonene,CC(=C)[C@@H]1CCC(C)=CC1,XMGQYMWWDOXHJM-JTQLQIEISA-N,C10H16,136.234,136.125200512
HMDB0003391,2-Phospho-D-glyceric acid,OC[C@@H](OP(O)(O)=O)C(O)=O,GXIURPTVHJPJLF-UWTATZPHSA-N,C3H7O7P,186.0572,185.99293909
HMDB0003402,Pectin,O[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O,AEMOLEFTQBMNLQ-DTEWXJGMSA-N,C6H10O7,194.1394,194.042652674
HMDB0003406,D-Serine,N[C@H](CO)C(O)=O,MTCFGRXMJLQNBG-UWTATZPHSA-N,C3H7NO3,105.0926,105.042593095
HMDB0003411,D-Proline,OC(=O)[C@H]1CCCN1,ONIBWKKTOPOVIA-SCSAIBSYSA-N,C5H9NO2,115.1305,115.063328537
HMDB0003418,D-Tagatose,OC[C@@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,LKDRXBCSQODPBY-DPYQTVNSSA-N,C6H12O6,180.156,180.063388106
HMDB0003447,Tryptophol,OCCC1=CNC2=C1C=CC=C2,MBBOMCVGYCRMEA-UHFFFAOYSA-N,C10H11NO,161.2004,161.084063979
HMDB0003454,4-Pyridoxolactone,CC1=NC=C2COC(=O)C2=C1O,HHPDVQLBYQFYFA-UHFFFAOYSA-N,C8H7NO3,165.1461,165.042593095
HMDB0003459,D-Alanyl-D-alanine,C[C@@H](N)C(=O)N[C@H](C)C(O)=O,DEFJQIDDEAULHB-QWWZWVQMSA-N,C6H12N2O3,160.1711,160.08479226
HMDB0003464,4-Guanidinobutanoic acid,NC(=N)NCCCC(O)=O,TUHVEAJXIMEOSA-UHFFFAOYSA-N,C5H11N3O2,145.1597,145.085126611
HMDB0003474,"3,5-Diiodo-L-tyrosine",[H][C@](N)(CC1=CC(I)=C(O)C(I)=C1)C(O)=O,NYPYHUZRZVSYKL-ZETCQYMHSA-N,C9H9I2NO3,432.9816,432.867179999
HMDB0003502,myo-Inositol hexakisphosphate,OP(O)(=O)O[C@H]1[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H]1OP(O)(O)=O,IMQLKJBTEOYOSI-GPIVLXJGSA-N,C6H18O24P6,660.0353,659.861370576
HMDB0003503,"3-(3,4-Dihydroxyphenyl)lactic acid",OC(CC1=CC=C(O)C(O)=C1)C(O)=O,PAFLSMZLRSPALU-UHFFFAOYSA-N,C9H10O5,198.1727,198.05282343
HMDB0003518,Homocitric acid,OC(=O)CC[C@@](O)(CC(O)=O)C(O)=O,XKJVEVRQMLKSMO-SSDOTTSWSA-N,C7H10O7,206.1501,206.042652674
HMDB0003550,Calcidiol,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,JWUBBDSIWDLEOM-DTOXIADCSA-N,C27H44O2,400.6371,400.334130652
HMDB0003555,Vitamin K1,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O,MBWXNTAXLNYFJB-NKFFZRIASA-N,C31H46O2,450.6957,450.349780716
HMDB0003572,Rosmarinic acid,OC(=O)[C@@H](CC1=CC(O)=C(O)C=C1)OC(=O)\C=C\C1=CC(O)=C(O)C=C1,DOUMFZQKYFQNTF-WUTVXBCWSA-N,C18H16O8,360.3148,360.084517488
HMDB0003584,Taurocyamine,NC(N)=NCCS(O)(=O)=O,JKLRIMRKZBSSED-UHFFFAOYSA-N,C3H9N3O3S,167.187,167.036461859
HMDB0003601,(S)-Reticuline,COC1=C(O)C=C(C[C@@H]2N(C)CCC3=CC(OC)=C(O)C=C23)C=C1,BHLYRWXGMIUIHG-HNNXBMFYSA-N,C19H23NO4,329.3902,329.162708229
HMDB0003625,Mercury,[Hg++],BQPIGGFYSBELGY-UHFFFAOYSA-N,Hg,200.59,201.970625604
HMDB0003633,N-Methyltyramine,CNCCC1=CC=C(O)C=C1,AXVZFRBSCNEKPQ-UHFFFAOYSA-N,C9H13NO,151.2056,151.099714043
HMDB0003634,Perillyl alcohol,CC(=C)C1CCC(CO)=CC1,NDTYTMIUWGWIMO-UHFFFAOYSA-N,C10H16O,152.237,152.120115135
HMDB0003638,Cadmium,[Cd++],WLZRMCYVCSSEQC-UHFFFAOYSA-N,Cd,112.411,113.903358121
HMDB0003642,Strontium,[Sr++],PWYYWQHXAPXYMF-UHFFFAOYSA-N,Sr,87.62,87.905614339
HMDB0003646,N-Methylhydantoin,CN1CC(=O)NC1=O,RHYBFKMFHLPQPH-UHFFFAOYSA-N,C4H6N2O2,114.1026,114.042927446
HMDB0003647,Perillyl aldehyde,[H]C(=O)C1=CCC(CC1)C(C)=C,RUMOYJJNUMEFDD-UHFFFAOYSA-N,C10H14O,150.221,150.104465071
HMDB0003654,4-Coumaryl alcohol,OC\C=C\C1=CC=C(O)C=C1,PTNLHDGQWUGONS-OWOJBTEDSA-N,C9H10O2,150.1745,150.068079564
HMDB0003671,2-Heptanone,CCCCCC(C)=O,CATSNJVOTSVZJV-UHFFFAOYSA-N,C7H14O,114.1855,114.10446507
HMDB0003681,4-Acetamidobutanoic acid,CC(=O)NCCCC(O)=O,UZTFMUBKZQVKLK-UHFFFAOYSA-N,C6H11NO3,145.1564,145.073893223
HMDB0003747,Resveratrol,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,C14H12O3,228.247,228.078644246
HMDB0003771,2-Methylacetoacetic acid,C[C@H](C(C)=O)C(O)=O,GCXJINGJZAOJHR-GSVOUGTGSA-N,C5H8O3,116.116,116.047344118
HMDB0003818,5-Androstenediol,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,QADHLRWLCPCEKT-LOVVWNRFSA-N,C19H30O2,290.4403,290.224580204
HMDB0003869,epsilon-(gamma-Glutamyl)lysine,N[C@@H](CCCCNC(=O)CC[C@H](N)C(O)=O)C(O)=O,JPKNLFVGUZRHOB-YUMQZZPRSA-N,C11H21N3O5,275.3015,275.148120797
HMDB0003876,15-HETE,CCCCC[C@H](O)\C=C\C=C/C\C=C/C\C=C/CCCC(O)=O,JSFATNQSLKRBCI-VAEKSGALSA-N,C20H32O3,320.4663,320.23514489
HMDB0003903,2-Hydroxyethanesulfonate,OCCS(O)(=O)=O,SUMDYPCJJOFFON-UHFFFAOYSA-N,C2H6O4S,126.132,125.99867937
HMDB0003911,3-Aminoisobutanoic acid,CC(CN)C(O)=O,QCHPKSFMDHPSNR-UHFFFAOYSA-N,C4H9NO2,103.1198,103.063328537
HMDB0003955,"19-Hydroxyandrost-4-ene-3,17-dione",[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12CO,XGUHPTGEXRHMQQ-BGJMDTOESA-N,C19H26O3,302.4079,302.188194698
HMDB0003966,Selenomethionine,C[Se]CC[C@H](N)C(O)=O,RJFAYQIBOAGBLC-BYPYZUCNSA-N,C5H11NO2Se,196.11,196.995500429
HMDB0004025,Pregnanediol,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)O,YWYQTGBBEZQBGO-BERLURQNSA-N,C21H36O2,320.517,320.271530399
HMDB0004026,21-Hydroxypregnenolone,[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,MOIQRAOBRXUWGN-WPWXJNKXSA-N,C21H32O3,332.477,332.23514489
HMDB0004030,21-Deoxycortisol,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,LCZBQMKVFQNSJR-CZUPSRJTSA-N,C21H30O4,346.4605,346.214409448
HMDB0004041,L-Allothreonine,C[C@H](O)[C@H](N)C(O)=O,AYFVYJQAPQTCCC-HRFVKAFMSA-N,C4H9NO3,119.1192,119.058243159
HMDB0004044,N6-Methyladenosine,CNC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,VQAYFKKCNSOZKM-IOSLPCCCSA-N,C11H15N5O4,281.2679,281.112403993
HMDB0004062,Gentisate aldehyde,OC1=CC(C=O)=C(O)C=C1,CLFRCXCBWIQVRN-UHFFFAOYSA-N,C7H6O3,138.1207,138.031694058
HMDB0004063,Metanephrine,CNCC(O)C1=CC(OC)=C(O)C=C1,JWJCTZKFYGDABJ-UHFFFAOYSA-N,C10H15NO3,197.231,197.105193351
HMDB0004073,5-Hydroxyindoleacetaldehyde,OC1=CC2=C(NC=C2CC=O)C=C1,OBFAPCIUSYHFIE-UHFFFAOYSA-N,C10H9NO2,175.184,175.063328537
HMDB0004078,Cinnabarinic acid,NC1=C(C(O)=O)C2=NC3=C(C=CC=C3OC2=CC1=O)C(O)=O,FSBKJYLVDRVPTK-UHFFFAOYSA-N,C14H8N2O6,300.2231,300.038235998
HMDB0004080,Anandamide,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCCO,LGEQQWMQCRIYKG-DOFZRALJSA-N,C22H37NO2,347.5347,347.282429433
HMDB0004081,6-Hydroxymelatonin,COC1=C(O)C=C2NC=C(CCNC(C)=O)C2=C1,OMYMRCXOJJZYKE-UHFFFAOYSA-N,C13H16N2O3,248.2777,248.116092388
HMDB0004089,Formylanthranilic acid,OC(=O)C1=CC=CC=C1NC=O,LLLPDUXGHXIXIW-UHFFFAOYSA-N,C8H7NO3,165.1461,165.042593095
HMDB0004095,5-Methoxytryptamine,COC1=CC2=C(NC=C2CCN)C=C1,JTEJPPKMYBDEMY-UHFFFAOYSA-N,C11H14N2O,190.2417,190.11061308
HMDB0004118,Antimony,[Sb+3],FAWGZAFXDJGWBB-UHFFFAOYSA-N,Sb,121.76,120.903818044
HMDB0004136,D-Threitol,OC[C@@H](O)[C@H](O)CO,UNXHWFMMPAWVPI-QWWZWVQMSA-N,C4H10O4,122.1198,122.057908808
HMDB0004138,Gold,[Au+],ZBKIUFWVEIBQRT-UHFFFAOYSA-N,Au,196.9666,196.966551609
HMDB0004142,Barium,[Ba++],XDFCIPNJCBUZJN-UHFFFAOYSA-N,Ba,137.327,137.905241273
HMDB0004143,Tantalum,[Ta+5],WTKKCYNZRWIVKL-UHFFFAOYSA-N,Ta,180.9479,180.947996346
HMDB0004148,Dopamine 4-sulfate,NCCC1=CC=C(OS(O)(=O)=O)C(O)=C1,DEKNNWJXAQTLFA-UHFFFAOYSA-N,C8H11NO5S,233.242,233.035793157
HMDB0004158,Urobilinogen,CCC1=C(C)C(=O)NC1CC1=C(C)C(CCC(O)=O)=C(CC2=C(CCC(O)=O)C(C)=C(CC3NC(=O)C(C=C)=C3C)N2)N1,KSQFFJKKJAEKTB-UHFFFAOYSA-N,C33H42N4O6,590.7098,590.310435096
HMDB0004160,Urobilin,[H]C(C1=C(CCC(O)=O)C(C)=C(CC2NC(=O)C(C)=C2CC)N1)=C1N=C(CC2NC(=O)C(CC)=C2C)C(C)=C1CCC(O)=O,KDCCOOGTVSRCHX-UHFFFAOYSA-N,C33H42N4O6,590.721,590.310435088
HMDB0004193,Nudifloramide,CN1C=C(C=CC1=O)C(N)=O,JLQSXXWTCJPCBC-UHFFFAOYSA-N,C7H8N2O2,152.1506,152.05857751
HMDB0004194,N1-Methyl-4-pyridone-3-carboxamide,CN1C=CC(=O)C(=C1)C(N)=O,KTLRWTOPTKGYQY-UHFFFAOYSA-N,C7H8N2O2,152.1506,152.05857751
HMDB0004225,2-Oxoarginine,NC(=N)NCCCC(=O)C(O)=O,ARBHXJXXVVHMET-UHFFFAOYSA-N,C6H11N3O3,173.1698,173.080041233
HMDB0004230,Pyrrole-2-carboxylic acid,OC(=O)C1=CC=CN1,WRHZVMBBRYBTKZ-UHFFFAOYSA-N,C5H5NO2,111.0987,111.032028409
HMDB0004238,Delta-12-Prostaglandin J2,CCCCC[C@H](O)C\C=C1/[C@@H](C\C=C/CCCC(O)=O)C=CC1=O,TUXFWOHFPFBNEJ-GJGHEGAFSA-N,C20H30O4,334.4498,334.214409448
HMDB0004242,11-Dehydro-thromboxane B2,CCCCC[C@H](O)\C=C\[C@H]1OC(=O)C[C@H](O)[C@@H]1C\C=C\CCCC(O)=O,KJYIVXDPWBUJBQ-SOGWKEBJSA-N,C20H32O6,368.4645,368.219888756
HMDB0004284,Tyrosol,OCCC1=CC=C(O)C=C1,YCCILVSKPBXVIP-UHFFFAOYSA-N,C8H10O2,138.1638,138.068079564
HMDB0004305,Farnesol,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO,CRDAMVZIKSXKFV-YFVJMOTDSA-N,C15H26O,222.3663,222.198365454
HMDB0004308,"7,9-Dimethyluric acid",CN1C(=O)N(C)C2=C1NC(=O)NC2=O,ZWFQLYWQCGUUNB-UHFFFAOYSA-N,C7H8N4O3,196.1634,196.059640142
HMDB0004326,2'-O-Methyladenosine,COC1C(O)C(CO)OC1N1C=NC2=C(N)N=CN=C12,FPUGCISOLXNPPC-UHFFFAOYSA-N,C11H15N5O4,281.2679,281.112403993
HMDB0004328,Temurin,CN1C(=O)N(C)C2=C1N(C)C(=O)N(C)C2=O,QGDOQULISIQFHQ-UHFFFAOYSA-N,C9H12N4O3,224.2166,224.09094027
HMDB0004350,Anabasine,C1CCC(NC1)C1=CN=CC=C1,MTXSIJUGVMTTMU-UHFFFAOYSA-N,C10H14N2,162.2316,162.115698458
HMDB0004362,4-Hydroxynonenal,CCCCCC(O)\C=C\C=O,JVJFIQYAHPMBBX-FNORWQNLSA-N,C9H16O2,156.2221,156.115029756
HMDB0004370,N-Methyltryptamine,CNCCC1=CNC2=CC=CC=C12,NCIKQJBVUNUXLW-UHFFFAOYSA-N,C11H14N2,174.2423,174.115698458
HMDB0004400,5-Acetylamino-6-amino-3-methyluracil,CN1C(=O)NC(N)=C(NC(C)=O)C1=O,POQOTWQIYYNXAT-UHFFFAOYSA-N,C7H10N4O3,198.1793,198.075290206
HMDB0004437,Diethanolamine,OCCNCCO,ZBCBWPMODOFKDW-UHFFFAOYSA-N,C4H11NO2,105.1356,105.078978601
HMDB0004448,17beta-Estradiol 3-sulfate,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OS(O)(=O)=O)C=C3CC[C@@]21[H],QZIGLSSUDXBTLJ-ZBRFXRBCSA-N,C18H24O5S,352.45,352.134445047
HMDB0004461,Benzamide,NC(=O)C1=CC=CC=C1,KXDAEFPNCMNJSK-UHFFFAOYSA-N,C7H7NO,121.1366,121.052763851
HMDB0004476,Anatabine,C1N[C@@H](CC=C1)C1=CN=CC=C1,SOPPBXUYQGUQHE-JTQLQIEISA-N,C10H12N2,160.2157,160.100048394
HMDB0004482,2-Methoxyestrone 3-glucuronide,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)C(OC)=C3,NZTHZDNDYACBSX-FJNWEKAQSA-N,C25H32O9,476.522,476.20463261
HMDB0004483,Estrone glucuronide,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)C=C3CC[C@@]21[H],FJAZVHYPASAQKM-JBAURARKSA-N,C24H30O8,446.4902,446.194067936
HMDB0004484,Etiocholanolone glucuronide,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@@H](CC[C@]12C)O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O,VFUIRAVTUVCQTF-SDHZCXLISA-N,C25H38O8,466.5644,466.256668192
HMDB0004487,(S)-Carvone,CC(=C)[C@H]1CC=C(C)C(=O)C1,ULDHMXUKGWMISQ-VIFPVBQESA-N,C10H14O,150.2176,150.10446507
HMDB0004586,Perillic acid,CC(=C)C1CCC(=CC1)C(O)=O,CDSMSBUVCWHORP-UHFFFAOYSA-N,C10H14O2,166.22,166.099379691
HMDB0004610,Phytosphingosine,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO,AERBNCYCJBRYDG-KSZLIROESA-N,C18H39NO3,317.5072,317.292994119
HMDB0004620,N-a-Acetyl-L-arginine,CC(=O)N[C@@H](CCCNC(N)=N)C(O)=O,SNEIUMQYRCDYCH-LURJTMIESA-N,C8H16N4O3,216.2376,216.122240398
HMDB0004624,7b-Hydroxydehydroepiandrosterone,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C=C2C[C@@H](O)CC[C@]12C,OLPSAOWBSPXZEA-GCNMQWDSSA-N,C19H28O3,304.4238,304.203844762
HMDB0004628,Lead,[Pb++],RVPVRDXYQKGNMQ-UHFFFAOYSA-N,Pb,207.2,207.97663585
HMDB0004629,O-Desmethylangolensin,CC(C(=O)C1=C(O)C=C(O)C=C1)C1=CC=C(O)C=C1,JDJPNKPFDDUBFV-UHFFFAOYSA-N,C15H14O4,258.2693,258.089208936
HMDB0004659,8-Isoprostane,[H][C@@]1(CCCCCCC)CCC[C@]1([H])CCCCCCCC,UKVVPDHLUHAJNZ-UXHICEINSA-N,C20H40,280.5316,280.31300128
HMDB0004666,"MG(0:0/20:4(5Z,8Z,11Z,14Z)/0:0)",[H]C(CO)(CO)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,RCRCTBLIHCHWDZ-DOFZRALJSA-N,C23H38O4,378.5454,378.277009704
HMDB0004667,13-HODE,CCCCC[C@H](O)\C=C\C=C/CCCCCCCC(O)=O,HNICUWMFWZBIFP-IRQZEAMPSA-N,C18H32O3,296.4449,296.23514489
HMDB0004669,9-OxoODE,CCCCC\C=C/C=C/C(=O)CCCCCCCC(O)=O,LUZSWWYKKLTDHU-ZJHFMPGASA-N,C18H30O3,294.429,294.219494826
HMDB0004701,"9,10-Epoxyoctadecenoic acid",CCCCC\C=C/CC1OC1CCCCCCCC(O)=O,FBUKMFOXMZRGRB-YFHOEESVSA-N,C18H32O3,296.4449,296.23514489
HMDB0004705,"12,13-DHOME",CCCCC[C@H](O)[C@@H](O)C\C=C/CCCCCCCC(O)=O,CQSLTKIXAJTQGA-BTDPBSJTSA-N,C18H34O4,314.466,314.245709575
HMDB0004808,7C-aglycone,C\C(CCC(O)=O)=C\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O,BCNIZSHMXASUGF-XFFZJAGNSA-N,C18H18O4,298.3331,298.120509064
HMDB0004810,5C-aglycone,CC(CCC1=C(C)C(=O)C2=C(C=CC=C2)C1=O)C(O)=O,ALLYVKRLOHDVKI-UHFFFAOYSA-N,C16H16O4,272.2958,272.104859
HMDB0004811,"2,4-Dichlorophenol",OC1=CC=C(Cl)C=C1Cl,HFZWRUODUSTPEG-UHFFFAOYSA-N,C6H4Cl2O,163.001,161.963920164
HMDB0004812,"2,5-Furandicarboxylic acid",OC(=O)C1=CC=C(O1)C(O)=O,CHTHALBTIRVDBM-UHFFFAOYSA-N,C6H4O5,156.093,156.005873238
HMDB0004813,3-Methyluridine,CN1C(=O)C=CN(C2OC(CO)C(O)C2O)C1=O,UTQUILVPBZEHTK-UHFFFAOYSA-N,C10H14N2O6,258.228,258.08518619
HMDB0004814,4-Heptanone,CCCC(=O)CCC,HCFAJYNVAYBARA-UHFFFAOYSA-N,C7H14O,114.1855,114.10446507
HMDB0004815,4-Hydroxy-3-methylbenzoic acid,CC1=CC(=CC=C1O)C(O)=O,LTFHNKUKQYVHDX-UHFFFAOYSA-N,C8H8O3,152.1473,152.047344122
HMDB0004816,FAPy-adenine,NC1=NC=NC(N)=C1NC=O,MVYUVUOSXNYQLL-UHFFFAOYSA-N,C5H7N5O,153.142,153.065059871
HMDB0004817,5-Hydroxydopamine,NCCC1=CC(O)=C(O)C(O)=C1,LCAINUZZHIZKKS-UHFFFAOYSA-N,C8H11NO3,169.1778,169.073893223
HMDB0004818,Biotin sulfone,[H][C@]12CS(=O)(=O)[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2,QPFQYMONYBAUCY-ZKWXMUAHSA-N,C10H16N2O5S,276.309,276.077992322
